post_id,candidato,tema,polarizacion_consenso,umap_x,umap_y
1oz0161,kast,democracia,0.35,-0.17781322,5.7305517
1nule27,kast,religion_valvores,0.87,3.255984,2.1559596
1pffwt1,kast,campana_electoral,0.25,-4.8993335,2.30078
1nw8ejr,kast,campana_electoral,0.15,-4.052111,-1.0280892
1nn4743,kast,campana_electoral,0.65,-4.24402,2.1630437
1o5t5pd,kast,identidad,0.65,-2.1301432,1.8672411
1p4a9cq,kast,economia,0.55,2.6714346,6.937894
1ndyalk,kast,democracia,0.3,0.045420397,-4.4650197
1ozr3vo,kast,economia,0.3,0.5248405,4.817515
1p39k7c,kast,democracia,0.72,0.10742777,-4.635703
1pd26jq,kast,identidad,0.5,-2.6102815,-2.7445536
1pe2hi2,kast,campana_electoral,0.15,6.401009,-0.18624006
1oc0vcc,kast,moral,0.725,0.63554674,1.940499
1od9th6,kast,economia,0.5,0.6688403,-0.41970003
1od9th6,kast,economia,0.5,1.1058711,0.6880471
1obt5p9,kast,seguridad,0.3,0.30451623,2.9269195
1ngvuav,kast,campana_electoral,0.4,-2.276618,-0.3202457
1ndz22u,kast,medios_fakenews,0.725,0.48411006,2.5861056
1pf3am1,kast,seguridad,0.45,-0.92402136,-1.8073144
1odd35u,kast,campana_electoral,0.45,-1.796463,0.5401297
1poyhro,kast,campana_electoral,0.45,-0.052546278,6.647472
1owo9pd,kast,democracia,0.2,-2.1888185,3.001349
1pmsnuz,kast,economia,0.55,0.76672673,2.232936
1p2z4yu,kast,economia,0.3,2.6270518,7.431838
1ohvmko,kast,identidad,0.3,1.3558897,3.4403296
1or2gpy,kast,seguridad,0.66,1.5953859,4.010433
1oe99ds,kast,campana_electoral,0.15,-5.987175,0.5661133
1paks8s,kast,campana_electoral,0.675,-2.9228804,3.6940148
1pfthq4,kast,identidad,0.6,-2.1624372,-1.7770462
1o5nt41,kast,seguridad,0.5,2.7046742,2.8946154
1ozkdbs,kast,economia,0.2,3.0682724,-2.1323957
1pyafqr,kast,democracia,0.6,0.5266061,2.9454966
1oeob9k,kast,campana_electoral,0.3625,-4.1810875,-0.890687
1q9rg3q,kast,identidad,0.6,0.859508,3.9781718
1nm083d,kast,campana_electoral,0.5,3.459279,-2.0453875
1p509dn,kast,democracia,1.0,-2.4039161,-2.5415537
1pj5fvd,kast,identidad,0.55,-0.90024835,-1.8470674
1pirq5c,kast,campana_electoral,0.55,1.4766611,5.435589
1p8jgq5,kast,democracia,0.15,-3.3823597,1.6912587
1oukjej,kast,democracia,0.63,3.5387309,-6.353087
1n9gm4a,kast,pinochet_ddhh,0.25,-2.2990792,5.435603
1pgh118,kast,medios_fakenews,0.8,0.9429569,-1.7363098
1mq1u2l,kast,seguridad,0.45,-1.221246,5.785733
1muyjix,kast,campana_electoral,0.8775,5.7448006,-1.1837008
1okcu12,kast,economia,0.2,-0.058350887,1.2350279
1ppg588,kast,identidad,0.98,-0.28440824,2.1221185
1oei4j9,kast,venezuela_latam,0.55,3.5677736,2.1484208
1pxs2ko,kast,seguridad,0.45,3.6753104,-2.0337083
1pd9nic,kast,seguridad,0.81,-4.107064,-0.6996154
1oyzrkp,kast,identidad,0.45,-3.9309738,2.3485591
1pmyvdg,kast,seguridad,0.5,2.5357049,3.8874254
1nm083d,kast,campana_electoral,0.65,1.44468,-6.66347
1p7f3zy,kast,campana_electoral,0.7,5.690066,-1.4919171
1ptso35,kast,democracia,0.6,-4.144374,5.0107584
1oei4j9,kast,campana_electoral,0.45,2.560456,2.7297313
1p685ly,kast,campana_electoral,0.4,-5.6871867,0.7494927
1oycqu0,kast,identidad,0.35,0.1473056,-1.2086827
1oe99ds,kast,identidad,0.4,2.5391386,3.9624214
1pbvw3n,kast,campana_electoral,0.6,-3.00551,1.3979692
1ofjlo9,kast,campana_electoral,0.55,1.0379032,0.88016874
1pazctx,kast,democracia,0.2,0.17251231,-5.615438
1oh1etq,kast,economia,0.5,3.0986156,7.156749
1pmqnl6,kast,venezuela_latam,0.65,-0.9238166,2.1514761
1p7d91f,kast,campana_electoral,0.7,1.04221,2.09659
1p2mtyk,kast,campana_electoral,0.9425,3.142667,0.42589292
1n5ebdc,kast,democracia,0.2,-4.391058,0.9978554
1pe2hi2,kast,economia,0.45,3.2052748,2.330091
1pfxtyg,kast,seguridad,0.65,3.474012,1.7364523
1p6s6b9,kast,democracia,0.4,-0.25148386,1.466074
1mx56he,kast,identidad,0.25,-2.0568383,-1.8779925
1p7d91f,kast,campana_electoral,0.75,-4.5806127,5.077986
1ov32g4,kast,democracia,0.65,2.6210442,4.71647
1n86rp7,kast,identidad,0.55,2.0016034,0.96737516
1po4b8a,kast,economia,0.25,-4.252837,5.3388157
1o7vncs,kast,campana_electoral,0.45,3.8872962,3.4344025
1p8jgq5,kast,democracia,0.2,-6.889725,6.1586156
1p1mx6e,kast,economia,0.5,-2.2295272,-2.6001043
1n9c554,kast,pinochet_ddhh,0.6975,3.2140088,-2.5682378
1n9gm4a,kast,moral,0.25,-2.4496424,5.5486245
1o9xzzj,kast,moral,0.6,3.4921114,-2.8721638
1powx0s,kast,seguridad,0.65,1.2552241,3.8995275
1p2pkho,kast,migracion,0.2,-0.20144488,2.8520775
1pkvmh4,kast,campana_electoral,0.25,-4.6824393,5.4115133
1oz4n1h,kast,seguridad,0.6,6.15877,0.97906315
1nfg06h,kast,democracia,0.6,2.5876803,-7.159729
1pka6wa,kast,democracia,0.45,13.579863,3.2929273
1pqnfkg,kast,identidad,0.7475,-3.6382108,-0.21122545
1pf3am1,kast,identidad,0.2,3.2573516,0.5156604
1n4zoba,kast,campana_electoral,0.25,-6.110749,3.903028
1pmsizz,kast,democracia,0.55,-1.6102098,-2.428823
1pe2hi2,kast,democracia,0.3,0.72950834,-5.066484
1ppunuj,kast,campana_electoral,0.3,-4.2222776,-0.69470507
1ndyalk,kast,campana_electoral,0.4,3.0918047,5.0927896
1o0acgm,kast,democracia,0.15,-7.3210497,6.766754
1psxedk,kast,identidad,0.45,-4.1513476,-0.7543021
1onb202,kast,seguridad,0.55,0.81162196,0.94460917
1p2ha51,kast,campana_electoral,0.35,-4.6149826,5.043597
1pd26jq,kast,campana_electoral,0.35,-5.695096,0.8423713
1q0gc5f,kast,democracia,0.2,-5.7954845,10.695945
1q7fscq,kast,democracia,0.3,-3.2966142,-0.98568624
1n87t00,kast,moral,0.2,-2.4805622,5.6332455
1pe2hi2,kast,democracia,0.2,4.5250373,0.70140886
1ovdpys,kast,democracia,0.45,2.5450377,3.951816
1oz031c,kast,moral,0.345,-0.6676772,2.902424
1p1hfm1,kast,campana_electoral,0.35,-3.9562602,-1.130609
1pj4vu2,kast,moral,0.8775,2.067651,0.75502807
1ppn7u7,kast,economia,0.6,0.36919793,5.13215
1mymdps,kast,democracia,0.5,-0.73859644,4.22881
1ozwzeh,kast,seguridad,0.45,-1.8052927,11.919289
1mp7kma,kast,campana_electoral,0.5,-4.8007774,5.217912
1otzd39,kast,identidad,0.45,-3.6239204,1.0039006
1pbjquz,kast,seguridad,0.5,2.2677827,2.3616846
1pgj05n,kast,identidad,0.15,0.10871741,-1.5730764
1n9gm4a,kast,medios_fakenews,0.55,-1.687031,11.617902
1oez5r5,kast,identidad,0.72,2.5517201,2.7310524
1n9gm4a,kast,medios_fakenews,0.65,-2.497951,5.6612034
1ob5wvt,kast,campana_electoral,0.5,-0.9240347,5.183649
1oh1etq,kast,religion_valvores,0.54,2.7990062,3.6669736
1nvqcrx,kast,campana_electoral,0.2,3.44477,-1.8559039
1punlh3,kast,medios_fakenews,0.4,-2.7429855,2.176856
1p79ehy,kast,seguridad,0.65,-0.39803,3.86847
1p1sty2,kast,campana_electoral,0.4,2.480209,2.8614786
1nvz4e8,kast,religion_valvores,0.45,-1.7577175,0.8068708
1ndyalk,kast,democracia,0.35,6.326098,-4.333881
1p6dnap,kast,moral,0.45,-0.6955227,1.6253142
1pnesr0,kast,venezuela_latam,0.55,-1.217401,5.7102513
1pd9nic,kast,economia,0.54,1.4616668,1.811439
1ogy8dt,kast,democracia,0.3,-7.095751,6.5758395
1p1hfm1,kast,campana_electoral,0.35,-2.2280731,0.9533131
1ogn25h,kast,identidad,0.3,-0.08788405,2.5367568
1n6qj2d,kast,democracia,0.35,-1.4201642,3.0161984
1nvz4e8,kast,economia,0.87,3.3894756,-2.843813
1nyrn71,kast,democracia,0.7475,1.1858236,3.122639
1nn7f7f,kast,medios_fakenews,0.6,-2.48979,5.6215835
1pekudr,kast,economia,0.4,2.7535486,7.334085
1pfwq4o,kast,identidad,0.1,-0.7743448,-1.7518108
1naan7q,kast,moral,0.3,-2.5033839,4.616285
1pnl7sw,kast,pinochet_ddhh,0.1,3.0590858,-2.6343575
1pirpul,kast,migracion,0.25,2.763493,5.015358
1ofv31w,kast,campana_electoral,0.35,-3.7506528,-1.2553784
1otehz4,kast,democracia,0.6,0.93032664,-0.2501897
1ov32g4,kast,economia,0.25,-4.355118,0.8986638
1oqh6td,kast,economia,0.4,3.287443,2.362185
1oysbv9,kast,identidad,0.345,-1.749841,11.677759
1plyaag,kast,identidad,0.35,-2.3372343,0.916125
1p0v907,kast,democracia,0.55,-0.61643064,5.1467037
1o3kq9x,kast,identidad,0.65,0.9722954,-1.7325768
1oz031c,kast,identidad,0.24,6.5315914,-1.8136145
1pofmm1,kast,democracia,0.65,-3.6544023,-1.3084029
1p004jd,kast,campana_electoral,0.6,6.2432003,-0.08826964
1otehz4,kast,economia,0.1,-1.7643604,11.457612
1pqxu5p,kast,seguridad,0.4,-0.49030828,3.762313
1p34czb,kast,identidad,0.15,1.3041471,4.4303713
1p1huxa,kast,medios_fakenews,0.2,-2.489302,4.608548
1pt6roz,kast,campana_electoral,0.25,3.1887372,3.702152
1pn8slz,kast,identidad,0.84,0.38387677,-1.1965066
1p89unk,kast,democracia,0.25,6.121113,-3.9199355
1nyrn71,kast,economia,0.35,2.1381538,1.634579
1noyp0w,kast,democracia,0.55,-2.6267464,-2.914668
1p36add,kast,medios_fakenews,0.25,-3.5948,0.99993414
1oljdss,kast,democracia,0.5,2.580546,-6.762687
1plyaag,kast,seguridad,0.25,-1.5281235,4.3800364
1pn7j5t,kast,campana_electoral,0.25,3.509244,0.5698308
1n9gm4a,kast,democracia,0.15,-2.50391,11.502394
1mmz32q,kast,religion_valvores,0.6,1.7103981,4.7525225
1ozc8cy,kast,seguridad,0.25,-0.4533693,4.1340747
1p2yzfj,kast,democracia,0.2,-0.71053654,4.0648603
1oyzrkp,kast,campana_electoral,0.45,-3.206625,-0.615659
1p3v8bp,kast,campana_electoral,0.4,-0.026194105,2.7339282
1mylz39,kast,venezuela_latam,0.15,-0.6144517,1.564138
1obpo9h,kast,democracia,0.5,-4.2375607,-0.7961196
1nf40n6,kast,democracia,0.15,3.2395678,-2.5253816
1p36add,kast,identidad,0.5,-2.2681868,-2.5761278
1nlig6v,kast,campana_electoral,0.1,-4.241701,2.4380188
1o3brrk,kast,moral,0.4,-0.72903323,3.1658113
1p1me6h,kast,moral,0.45,-4.2504373,2.5437875
1otehz4,kast,campana_electoral,0.675,-4.387875,5.1292934
1puvzn3,kast,campana_electoral,0.4,-3.963092,-1.0370926
1pofbk7,kast,campana_electoral,0.5,-0.46618304,2.596168
1mwqjes,kast,democracia,0.5,-1.5778354,3.391948
1oyzrkp,kast,democracia,0.15,6.654132,1.369333
1ok2i5j,kast,democracia,0.3,-0.67295825,5.2189965
1n9gm4a,kast,democracia,0.45,5.9202743,0.43294042
1p6dnap,kast,seguridad,0.4,-0.5036187,1.5230453
1p77rvw,kast,campana_electoral,0.5,-4.17826,-0.9004705
1p1sty2,kast,economia,0.5,2.5023699,6.9481797
1p3ur6x,kast,economia,0.35,0.34422287,4.8016486
1obinei,kast,democracia,0.7425,6.1179323,-4.305122
1pe2hi2,kast,democracia,0.5,6.7514863,-4.131178
1nrbick,kast,identidad,0.4,-0.40432516,4.7877192
1oefmrg,kast,campana_electoral,0.4,-2.9828758,-0.7247937
1o8d9li,kast,democracia,0.6,-4.286122,1.0448022
1ple47a,kast,democracia,0.35,2.2852702,4.128617
1p0a1ns,kast,economia,0.45,0.72419274,-0.60050374
1p509dn,kast,economia,0.45,2.1490235,5.284752
1ot9qed,kast,campana_electoral,0.45,5.711251,-1.0867338
1nyrn71,kast,identidad,0.25,3.3609698,1.5423203
1ofv31w,kast,economia,0.65,2.5129576,3.8212905
1mxdsg9,kast,economia,0.4,0.6582324,5.497801
1p0bkyw,kast,democracia,0.35,-1.3045511,5.3375444
1p40bf8,kast,pinochet_ddhh,0.25,3.1440704,-2.3745804
1pl20wa,kast,economia,0.5,-1.9570595,1.8376998
1p0941e,kast,seguridad,0.5,-0.11136669,5.606741
1oyzrkp,kast,campana_electoral,0.25,2.1386924,-7.8908277
1p509dn,kast,seguridad,0.5,-3.4852955,1.6263887
1p5umja,kast,campana_electoral,0.4,3.1406853,-2.511772
1oyj8ac,kast,identidad,0.45,-6.856997,3.7334633
1ofv31w,kast,campana_electoral,0.25,-1.8297395,11.8777895
1n8hzqe,kast,democracia,0.15,6.269587,-4.1588387
1pf3am1,kast,identidad,0.55,3.2209234,-2.402779
1plyaag,kast,economia,0.48,3.5129948,0.18248719
1p2z4yu,kast,economia,0.2,2.140344,6.539971
1pod85k,kast,economia,0.6,2.3410885,-0.80766916
1oruhql,kast,democracia,0.3,3.352755,-6.500029
1pfc0v6,kast,democracia,0.1,6.68876,1.3633739
1p24kla,kast,democracia,0.15,2.14771,-7.875615
1pk53rc,kast,democracia,0.5,0.20244385,-4.5299172
1p7e2lx,kast,economia,0.45,3.276733,-2.5078542
1pe2hi2,kast,campana_electoral,0.4725,-4.602073,4.855899
1qh7lsx,kast,campana_electoral,0.3,-4.361234,2.5020657
1pim245,kast,identidad,0.15,1.0853419,5.0400805
1mvb35p,kast,identidad,0.6,0.49106365,-2.1715486
1pnksw3,kast,campana_electoral,0.3,2.45618,4.093066
1p0cnhl,kast,democracia,0.5,2.0517743,-7.577539
1pn912r,kast,campana_electoral,0.4,2.5068998,0.038521808
1naacpd,kast,campana_electoral,0.5,-2.2665217,0.90606725
1ozm1a8,kast,moral,0.375,-1.2341286,5.742975
1plvvs9,kast,economia,0.35,-4.318425,2.4749708
1ozley1,kast,campana_electoral,0.55,1.3704393,5.9668446
1p5piot,kast,campana_electoral,0.5,-4.484448,4.856311
1n9gm4a,kast,medios_fakenews,0.25,-2.5061119,5.74403
1o5t5pd,kast,democracia,0.45,-1.4047443,3.0455303
1p75kib,kast,democracia,0.3,-5.12441,7.29988
1phqo11,kast,moral,0.33,-0.73843396,4.1312284
1p7by0u,kast,economia,0.5,1.2097499,4.4002523
1nc7fmf,kast,venezuela_latam,0.3,-3.017516,3.520226
1p2lz2i,kast,economia,0.5,-2.2376127,0.93565017
1pnqox0,kast,democracia,0.65,2.3936124,3.9354517
1pe2hi2,kast,democracia,0.15,2.3819246,1.5128797
1p74xh9,kast,democracia,0.45,-5.414081,0.6219379
1puneqm,kast,campana_electoral,0.5,13.628374,3.3303938
1p5piot,kast,democracia,0.4,3.4104917,0.30145532
1ple47a,kast,religion_valvores,0.4,3.2311764,0.64255494
1pq2maf,kast,economia,0.4,-4.5461545,4.8239746
1p4yf44,kast,democracia,0.45,6.155897,-4.278928
1n2on36,kast,democracia,0.66,2.3168335,-0.8284217
1pa122e,kast,seguridad,0.65,-1.839108,2.1682293
1owx8rq,kast,identidad,0.2,-2.3374739,-2.6090994
1o3kq9x,kast,identidad,0.4,-1.9237858,0.5194909
1p0gmkj,kast,economia,0.55,1.8997755,1.373004
1pl1mkj,kast,religion_valvores,0.55,1.2401582,0.5782209
1pk53rc,kast,economia,0.4,2.2971828,1.9201435
1pnb2uk,kast,economia,0.2,0.6827489,2.2192433
1p16rvs,kast,identidad,0.45,1.1102198,5.9899526
1owfqr4,kast,campana_electoral,0.25,5.4278674,-0.93311906
1pe2hi2,kast,democracia,0.1,3.3811607,-7.1827106
1p2yzfj,kast,democracia,0.5,-1.6716809,-0.3136873
1pf3am1,kast,moral,0.275,-0.7062669,2.889318
1peepy6,kast,identidad,0.2,0.9185136,-0.42463157
1pmkcw7,kast,economia,0.25,-1.6060228,-1.7108772
1ozllak,kast,democracia,0.15,-3.6977615,1.1493962
1p7d91f,kast,seguridad,0.2,2.2275918,4.0324755
1pqxu5p,kast,religion_valvores,0.2,1.1095887,2.835587
1p7e2lx,kast,economia,0.5,2.6140192,7.2668486
1ozokrg,kast,identidad,0.25,-0.4252348,4.3680644
1p751vo,kast,identidad,0.7,-0.79239506,-1.8519664
1ogy8dt,kast,campana_electoral,0.54,5.074955,-0.5947167
1ovdpys,kast,campana_electoral,0.55,-4.0525866,2.379121
1ppypcn,kast,identidad,0.45,0.37769398,4.1484423
1phnnc7,kast,economia,0.25,-1.7621188,0.58085686
1pl20wa,kast,seguridad,0.35,-4.1150093,-0.95300853
1p8jgq5,kast,campana_electoral,0.15,4.5460033,0.72808963
1pok1kq,kast,identidad,0.55,-0.14973208,2.2624724
1osk09l,kast,identidad,0.5,-1.9116969,-2.5077407
1p1mx6e,kast,identidad,0.72,0.8383695,-0.60433155
1ppzgd4,kast,campana_electoral,0.25,-3.8857985,-1.0660601
1mn7xvh,kast,economia,0.27,2.1897275,3.6859279
1oyzr2e,kast,identidad,0.405,-6.171815,3.8804839
1pnesr0,kast,democracia,0.35,-3.9863214,2.2478888
1oz4n1h,kast,campana_electoral,0.42,5.781855,-1.1115963
1p4yf44,kast,democracia,0.25,6.284393,-4.0828166
1pinrt7,kast,democracia,0.35,6.290434,-4.1330895
1obinei,kast,campana_electoral,0.6,2.222233,4.0125513
1pmktln,kast,venezuela_latam,0.6,-0.7548191,2.0290678
1pk511u,kast,democracia,0.25,2.6360142,-6.091734
1obsxgt,kast,identidad,0.1,-2.0024748,11.836594
1nbwlku,kast,seguridad,0.4,13.634221,3.3352432
1p7d91f,kast,democracia,0.25,7.18433,-3.6858492
1p5274h,kast,identidad,0.25,-1.1181402,-0.95936483
1ppg588,kast,identidad,0.55,0.61150247,-0.45115048
1pe2hi2,kast,democracia,0.28,5.6125393,-3.8691778
1p2hq90,kast,campana_electoral,0.93,5.454488,-0.9789115
1ogzlmr,kast,economia,0.4,0.7815257,1.6602559
1oz11oi,kast,campana_electoral,0.18,2.4190845,-1.1262994
1p34czb,kast,religion_valvores,0.25,2.2064831,2.7423346
1p7d3wv,kast,identidad,0.45,0.75607,-0.37684855
1pgzidd,kast,economia,0.35,2.531933,6.81962
1owfqr4,kast,campana_electoral,0.1,6.0731087,-0.26423737
1mj42es,kast,campana_electoral,0.3,-2.2188911,0.94889003
1p0gmkj,kast,campana_electoral,0.3,-4.0139236,-1.1158386
1o2ewen,kast,identidad,0.6,-3.3537183,-0.7985262
1o5j8zp,kast,economia,0.3,-0.39585268,2.8361855
1oez5r5,kast,democracia,0.66,4.256462,-0.8251369
1ni1yjy,kast,economia,0.65,6.428373,-4.084404
1ozic2j,kast,campana_electoral,0.2,-5.655019,0.7906804
1orc05t,kast,seguridad,0.36,3.7338336,-0.34124076
1p7d91f,kast,identidad,0.65,0.500871,-2.1333964
1nx0tqn,kast,democracia,0.15,-7.111555,6.6191525
1oysbv9,kast,seguridad,0.7475,-0.7954007,3.1994371
1pf3am1,kast,democracia,0.35,0.050494842,-1.1057532
1oz2m6o,kast,economia,0.25,-0.0010437678,4.0195017
1nvirx5,kast,campana_electoral,0.45,-3.063014,-0.6699415
1ogy8dt,kast,campana_electoral,0.3,1.4092718,6.06387
1oa99br,kast,economia,0.3,2.6334107,6.234862
1pipwma,kast,campana_electoral,0.98,-0.10362658,0.4955763
1p1ciuo,kast,seguridad,0.3,2.654097,3.931747
1p4yf44,kast,democracia,0.58,6.3562055,-4.025564
1or1rpy,kast,religion_valvores,0.65,2.4046474,2.9266145
1mmz32q,kast,identidad,0.55,-3.6796184,0.9603934
1pomq7p,kast,medios_fakenews,0.25,2.4206705,-0.6019706
1ovdpys,kast,democracia,0.5,2.9769819,-6.664897
1qjbgxk,kast,economia,0.56,3.0822346,-2.0777032
1pazggb,kast,democracia,0.45,-5.795794,10.693775
1nno6ng,kast,identidad,0.35,-2.247001,-2.6531065
1pe41e1,kast,campana_electoral,0.4,-4.1847854,-1.170223
1pmfg12,kast,democracia,0.4,6.765768,1.3063047
1obinei,kast,identidad,0.6,2.5321684,3.9202487
1pdxls8,kast,seguridad,0.4,-2.1860461,-2.1185005
1p4yiav,kast,democracia,0.45,0.20410384,-4.5089364
1pqxu5p,kast,economia,0.55,2.68309,5.551889
1nvz4e8,kast,moral,0.5,-0.7082713,3.2480383
1qij81e,kast,campana_electoral,0.45,-2.2842188,0.89834946
1n8sxn0,kast,democracia,0.15,-4.619465,0.8779067
1p685ly,kast,campana_electoral,0.4,-3.9937222,-1.0879384
1p1me6h,kast,pinochet_ddhh,0.2,3.2197206,-2.5181367
1nrmqow,kast,democracia,0.3,13.559132,3.2612207
1pkvmh4,kast,pinochet_ddhh,0.35,3.2368255,-2.4884348
1nim479,kast,medios_fakenews,0.5,-2.4665222,5.664939
1ozm1a8,kast,moral,0.165,-1.5589875,4.3247414
1ompujv,kast,democracia,0.3,3.7566254,-5.1208315
1p16rvs,kast,identidad,0.45,-0.8982713,-1.864869
1plyaag,kast,democracia,0.55,5.5013165,-1.0008153
1ozipzv,kast,identidad,0.25,0.34156692,-2.2742815
1pmefzj,kast,identidad,0.55,0.024202632,0.35450086
1pptqgo,kast,democracia,0.15,0.7796598,3.8626149
1p98d0z,kast,democracia,0.15,2.1347764,-6.218
1oyzrkp,kast,identidad,0.35,-4.0377436,2.3620188
1nmf2ri,kast,medios_fakenews,0.45,-2.4636967,5.645243
1ozf2h8,kast,seguridad,0.675,-0.0075098975,6.771001
1ozm1a8,kast,campana_electoral,0.3,3.4027905,-2.746192
1n8aose,kast,venezuela_latam,0.45,0.836328,3.9680643
1pv57fp,kast,identidad,0.3,-2.0850194,-2.3741217
1p8vx9e,kast,seguridad,0.1,-5.769133,10.668505
1o9xtmk,kast,identidad,0.25,3.5511057,1.8858274
1p685ly,kast,democracia,0.1,2.6405303,-5.142665
1o6p3rb,kast,religion_valvores,0.4,-0.6891374,3.5637918
1n8d2n7,kast,campana_electoral,0.5,5.4146833,-0.96548915
1p4yiav,kast,campana_electoral,0.25,-1.2647549,0.09179958
1pq2b0d,kast,campana_electoral,0.5,-2.2965243,-0.07293492
1obsxgt,kast,venezuela_latam,0.5,0.62617916,4.0017514
1pwhb43,kast,identidad,0.6,3.232272,-2.5650456
1naan7q,kast,seguridad,0.3,-2.4647322,5.679096
1p5274h,kast,campana_electoral,0.4,-3.5946128,-0.0012398954
1pirz1b,kast,democracia,0.4,0.14355353,3.3211815
1oz2m6o,kast,economia,0.45,0.57869244,5.3596363
1otzd39,kast,democracia,0.6,6.6441803,1.3444822
1p0ecqs,kast,economia,0.3,2.4367366,7.1901283
1qh4ba9,kast,democracia,0.7425,0.8436522,2.5665774
1pdxls8,kast,seguridad,0.55,3.6943824,3.5448616
1p685ly,kast,democracia,0.45,2.6188881,-5.819251
1njn98a,kast,democracia,0.35,-2.0179117,11.945611
1ozm1a8,kast,campana_electoral,0.4,-0.012058649,6.7392926
1p2ciah,kast,economia,0.45,-4.280617,2.6426115
1omjp3a,kast,economia,0.54,3.1372943,-2.1120138
1o594w6,kast,democracia,0.35,6.549454,1.5871489
1paja77,kast,medios_fakenews,0.55,1.2347302,2.5634978
1p1exmr,kast,democracia,0.3,-1.2220358,1.8858489
1pe2hi2,kast,identidad,0.2,2.608136,3.9686687
1pajwn5,kast,religion_valvores,0.1,2.4521835,4.1389556
1p4u7x5,kast,democracia,0.3,2.4001527,-0.95254487
1nf6qwl,kast,democracia,1.0,1.2612963,0.40731418
1pptqgo,kast,venezuela_latam,0.54,0.48242626,3.5534897
1pmfg12,kast,identidad,0.45,-2.2492733,-2.588264
1p83ikt,kast,religion_valvores,0.15,2.7564926,5.5563354
1oz031c,kast,moral,0.3,-2.390858,-2.4458225
1pna29h,kast,identidad,0.55,0.465106,5.2091837
1owimre,kast,economia,0.54,-1.3310224,-2.1093001
1pptqgo,kast,campana_electoral,0.45,-3.8097157,-0.7991354
1oz2qqv,kast,democracia,0.7975,-6.9458055,6.2809863
1pmrn1l,kast,identidad,0.2,0.3900715,-1.9976299
1powvz2,kast,venezuela_latam,0.25,-0.744126,2.0948255
1piy6kx,kast,moral,0.3,0.13964567,4.1969705
1pf3am1,kast,pinochet_ddhh,0.4,-1.9656653,11.776255
1mz17xp,kast,democracia,0.5,-4.702628,4.6310444
1pxyb0m,kast,campana_electoral,0.4,-4.592982,4.955153
1oqfvuz,kast,identidad,0.3,4.392943,0.4357404
1pthtqu,kast,democracia,0.55,-1.4497513,4.4673505
1onf69r,kast,democracia,0.3,-4.3597474,2.3943362
1pmqudt,kast,identidad,0.4,0.5440918,-2.2385898
1pmq1o2,kast,identidad,0.55,1.2757277,1.6756542
1oyzr2e,kast,campana_electoral,0.15,-6.757096,3.794577
1pmw62m,kast,economia,0.55,2.7739487,7.2925305
1pxs2ko,kast,democracia,0.55,-0.9492974,2.929852
1pd5qyw,kast,economia,0.54,0.15647851,4.71142
1oje32r,kast,campana_electoral,0.45,-4.5978193,4.9897647
1pn8wto,kast,campana_electoral,0.1,-4.1776357,-0.8274316
1pmqudt,kast,campana_electoral,0.2,0.24106897,3.4500268
1pmktln,kast,economia,0.5,1.679202,4.1382265
1pf3am1,kast,identidad,0.75,0.45689934,-2.115726
1ov4fyd,kast,democracia,0.15,2.2826374,-6.691017
1pirbzj,kast,democracia,0.5,6.2155843,-4.1183963
1n7yy6v,kast,seguridad,0.35,0.7758912,2.1856806
1p8z58y,kast,seguridad,0.2,-1.6252252,11.523005
1p7d3wv,kast,identidad,0.3,0.71576554,-0.4472374
1pofbk7,kast,seguridad,0.4,-1.146637,5.8409157
1p930am,kast,pinochet_ddhh,0.5,0.7340092,-0.49103704
1p0gmkj,kast,medios_fakenews,0.3375,-2.0291698,11.680102
1mj42es,kast,identidad,0.55,-0.5207311,-2.3125606
1ple47a,kast,campana_electoral,0.42,1.9292592,-0.4589666
1qgdrj9,kast,economia,0.5,1.1702937,5.055613
1n86co7,kast,seguridad,0.3,-1.2027289,1.8328434
1oz19t8,kast,campana_electoral,0.3,-0.27681375,1.5114992
1oruhql,kast,seguridad,0.6,-2.521374,-0.5382173
1pdxls8,kast,migracion,0.3,2.0817914,3.4778075
1nt1wy6,kast,democracia,0.15,2.049126,-8.053189
1own0rl,kast,campana_electoral,0.3,-4.193183,-0.85472584
1nfg06h,kast,seguridad,0.55,-1.9192735,-1.7525983
1ptwea5,kast,identidad,0.6,3.5609872,3.9045856
1p93d1j,kast,economia,0.7,-0.181287,5.034527
1p7d91f,kast,pinochet_ddhh,0.5075,0.08968478,2.88577
1pnfam0,kast,campana_electoral,0.5,-2.0368307,11.782564
1pnpp3a,kast,venezuela_latam,0.35,-0.73816144,2.0167937
1oz2m6o,kast,economia,0.5,2.803677,7.271492
1p0j0ol,kast,campana_electoral,0.35,6.152024,4.9614863
1pim245,kast,economia,0.15,2.728214,7.364326
1pmrg54,kast,campana_electoral,0.55,2.0580316,1.5559397
1p8jgq5,kast,economia,0.3,0.28633362,4.733061
1pffc10,kast,economia,0.7,2.3158662,6.028181
1oxbq0o,kast,campana_electoral,0.25,3.5134425,-6.3001814
1ozic2j,kast,democracia,0.33,-1.2185878,1.9390441
1oyzrkp,kast,religion_valvores,0.45,0.65238476,2.2206814
1pf3am1,kast,identidad,0.45,-3.7863557,-1.237392
1p1trax,kast,campana_electoral,0.2,6.4155917,-3.7102711
1p7d91f,kast,democracia,0.405,2.6372933,-5.1494985
1ov9fj7,kast,identidad,0.1,1.2980051,6.039068
