post_id,candidato,tema,polarizacion_consenso,x3d,y3d,z3d
1puvzn3,kast,campana_electoral,0.4,-0.0439822766375549,-0.02542288831109167,-0.03595365312309636
1pofbk7,kast,campana_electoral,0.5,-0.06036374437508772,-0.018499474936276027,-0.04181232127137671
1mwqjes,kast,democracia,0.5,-0.036185790407342086,-0.024179255007788295,0.00010057851612119248
1oyzrkp,kast,democracia,0.15,0.012555308836761328,-0.037463067262631,0.052121121313920625
1ok2i5j,kast,democracia,0.3,-0.017143853093056823,-0.03413096989687369,0.010266819254635634
1n9gm4a,kast,democracia,0.45,0.18971074606975863,-0.024147798623887017,0.14066221205684018
1p6dnap,kast,seguridad,0.4,-0.030674745799911307,-0.011252231236065571,0.001143259950987049
1p77rvw,kast,campana_electoral,0.5,-0.07190940112547244,-0.02820434128088949,-0.09517964677381095
1p1sty2,kast,economia,0.5,-0.03480991591177748,-0.04042454229075841,0.005378985412279625
1p3ur6x,kast,economia,0.35,-0.02145425618159339,-0.029656271712635587,-0.0009821998641880427
1obinei,kast,democracia,0.7425,-0.019818927747866297,-0.04154681037341552,-0.006175825731271555
1pe2hi2,kast,democracia,0.5,0.09283213418347222,-0.043412552460326374,-0.05990825127235408
1nrbick,kast,identidad,0.4,-0.020004775537843016,-0.034207825856166,0.002244501270531647
1oefmrg,kast,campana_electoral,0.4,-0.04751185492776824,0.0407920980085012,-0.07264081127016142
1o8d9li,kast,democracia,0.6,0.024431279247655018,0.00709465273385464,0.11086503411757347
1ple47a,kast,democracia,0.35,-0.03923598193927531,-0.02909779460666076,-0.013977346894545299
1p0a1ns,kast,economia,0.45,0.029523963515845287,-0.026724478670053068,0.09649113827915293
1p509dn,kast,economia,0.45,-0.025005443514436437,-0.03738638778951492,0.0068318434180419454
1ot9qed,kast,campana_electoral,0.45,0.05843698668465065,-0.021190455961511003,0.1971052515349904
1nyrn71,kast,identidad,0.25,-0.0019122424301110524,0.02624142210219822,-0.019905562828200784
1ofv31w,kast,economia,0.65,-0.03557343783924962,-0.005003159477821546,-0.03942080066521079
1mxdsg9,kast,economia,0.4,-0.04833507947419146,-0.017947029615734224,-0.024686169508903507
1p0bkyw,kast,democracia,0.35,-0.03410011769056846,-0.018889881922669355,-0.013730456056751907
1p40bf8,kast,pinochet_ddhh,0.25,-0.013262538417514725,-0.03516649111002573,0.006269425085229239
1pl20wa,kast,economia,0.5,-0.038377495860682176,-0.03851477046708448,-0.024811388719401653
1p0941e,kast,seguridad,0.5,-0.027364266001618398,-0.025729135539561496,-0.0029986442213990367
1oyzrkp,kast,campana_electoral,0.25,0.26309598887972435,-0.06713991862230449,-0.06733283183556008
1p509dn,kast,seguridad,0.5,-0.021116265484107055,-0.03339773737409789,-0.002815026356712973
1p5umja,kast,campana_electoral,0.4,-0.03249342401500633,-0.022679419849211187,-0.014461153402766621
1oyj8ac,kast,identidad,0.45,0.014984658654219208,-0.0341321128170723,-0.010246804176451827
1ofv31w,kast,campana_electoral,0.25,-0.0708152798122058,-0.06630586429826311,-0.06150166713585645
1n8hzqe,kast,democracia,0.15,0.008036586428832482,-0.05345664681123693,-0.0072631747117533445
1pf3am1,kast,identidad,0.55,-0.018177627206702757,0.022623208123182827,0.007461549670559254
1plyaag,kast,economia,0.48,-0.04295201687195237,-0.010162420311525606,0.0018426942920080772
1p2z4yu,kast,economia,0.2,-0.04004068177502859,-3.008934505153646e-05,-0.014696596203932565
1pod85k,kast,economia,0.6,-0.026334740398565065,-0.03676668163111325,0.02768288489784307
1oruhql,kast,democracia,0.3,0.4633026720830285,-0.06843552204530369,0.09999117875669375
1pfc0v6,kast,democracia,0.1,0.006473468125611212,-0.030198745137039875,0.05483725350593089
1p24kla,kast,democracia,0.15,0.4401758430286735,-0.0790572031482002,-0.16000408321500328
1pk53rc,kast,democracia,0.5,-0.0015203100279427458,-0.037972851002635005,-0.031079030292633102
1p7e2lx,kast,economia,0.45,-0.042932328198330774,-0.030771150986102547,-0.012838530843825503
1pe2hi2,kast,campana_electoral,0.4725,-0.01666893881630966,-0.04345315156096663,-0.010855709324638385
1qh7lsx,kast,campana_electoral,0.3,-0.025548561273510042,0.00659323115821386,-0.04657137068302434
1pim245,kast,identidad,0.15,-0.03716682231882547,-0.015118317961518567,-0.02074731274819652
1mvb35p,kast,identidad,0.6,-0.01149054376735763,0.08084621232302802,-0.004098152721947064
1pnksw3,kast,campana_electoral,0.3,-0.043635171232349265,-0.028027291767561854,-0.008383103701761591
1p0cnhl,kast,democracia,0.5,0.1583531914142884,-0.0365293105733864,-0.06790873021741993
1pn912r,kast,campana_electoral,0.4,-0.03016605460193566,-0.011073502053905507,0.0025187360851057017
1naacpd,kast,campana_electoral,0.5,-0.046747307537477606,-0.029768131272227653,-0.03018456626445284
1ozm1a8,kast,moral,0.375,-0.016685528041037137,-0.02945492008310243,-0.009970324853249033
1plvvs9,kast,economia,0.35,-0.023369504582324854,-0.02955853010929406,0.001196217101724319
1ozley1,kast,campana_electoral,0.55,-0.0347342934910098,-0.017420874405116644,-0.009131613986409309
1p5piot,kast,campana_electoral,0.5,-0.0283192652854189,-0.04652143771471742,-0.016745773066711357
1n9gm4a,kast,medios_fakenews,0.25,0.0018611382136266806,-0.012088818791342527,0.010303142820325944
1o5t5pd,kast,democracia,0.45,-0.026934800969338084,-0.019270827911184927,-0.00733209391987347
1p75kib,kast,democracia,0.3,-0.01817576851646548,-0.05315349732358848,-0.04389898786827669
1phqo11,kast,moral,0.33,-0.026230542411386167,-0.024726462526913247,-0.0014144422174767915
1p7by0u,kast,economia,0.5,-0.030204257864221574,-0.03314426064977258,-0.00331119387980558
1nc7fmf,kast,venezuela_latam,0.3,-0.017438399127721764,-0.0025104578362991486,-0.0012880067035346827
1p2lz2i,kast,economia,0.5,-0.0378727697328262,-0.031331502778628166,0.004270329980766175
1pnqox0,kast,democracia,0.65,-0.029322725433223146,-0.017449852378427277,-0.017763867717548926
1pe2hi2,kast,democracia,0.15,-0.012946475723809012,0.017658564858088224,-0.015061082849878006
1p74xh9,kast,democracia,0.45,0.008346808927585183,-0.01544688080363986,-0.005420212250354495
1puneqm,kast,campana_electoral,0.5,-0.08794526866901069,-0.2126903066977639,-0.03743715954827273
1p5piot,kast,democracia,0.4,0.003033742304639337,-0.043029953826544495,0.012029930207044265
1ple47a,kast,religion_valvores,0.4,-0.017937027924690725,-0.030364698877837652,-0.0014290460226026869
1pq2maf,kast,economia,0.4,-0.016720690336985592,0.0009277947668467658,7.631754647471867e-05
1p4yf44,kast,democracia,0.45,-0.0073730158084576915,-0.05039910489322211,0.003194270462901279
1n2on36,kast,democracia,0.66,0.0034668447172468107,-0.033199454030638884,-0.0010888310655840809
1pa122e,kast,seguridad,0.65,-0.011377187158220285,-0.03245690097868522,-0.007767641051582072
1owx8rq,kast,identidad,0.2,0.006881617464537568,0.26763839742039797,-0.030292291383442027
1o3kq9x,kast,identidad,0.4,-0.045539392597687786,0.090351744525702,-0.027681097677066037
1p0gmkj,kast,economia,0.55,-0.02570195779653056,0.026275061096319042,0.0016384116686973672
1pl1mkj,kast,religion_valvores,0.55,-0.026265360727572636,-0.025740459735534023,-0.0011453594769088565
1pk53rc,kast,economia,0.4,-0.035633460867625436,-0.00022553831123440712,-0.013654880908282025
1pnb2uk,kast,economia,0.2,-0.016049982582521768,-0.03289549779432601,0.004341208889444253
1p16rvs,kast,identidad,0.45,-0.0053631834958764255,0.021005188127677554,0.01397710414973659
1owfqr4,kast,campana_electoral,0.25,0.12431634867958806,-0.01752237615815721,0.41108741104274493
1pe2hi2,kast,democracia,0.1,0.2566360640889593,-0.026643202846397183,-0.0632060336423281
1p2yzfj,kast,democracia,0.5,-0.030622841392182305,0.08482286370940512,-0.025728047997484006
1pf3am1,kast,moral,0.275,-0.0408860380897791,-0.01740797852014506,0.008778132647787198
1peepy6,kast,identidad,0.2,-0.03799254957924783,-0.023128007703508036,-0.01812597486183621
1pmkcw7,kast,economia,0.25,-0.03848667059132224,0.09688798033215958,-0.0334019207810333
1ozllak,kast,democracia,0.15,0.01331729904127318,-0.02226128170655592,0.10399585477545314
1p7d91f,kast,seguridad,0.2,-0.03143984149102255,-0.02955295771987194,-0.015537706728347792
1pqxu5p,kast,religion_valvores,0.2,-0.021975320345638635,-0.021455450674225628,0.021740482487675083
1p7e2lx,kast,economia,0.5,-0.01835236132323511,-0.04397042672778605,-0.02069368019417534
1ozokrg,kast,identidad,0.25,-0.026731357735290305,-0.024006930770936585,0.007913942791031936
1p751vo,kast,identidad,0.7,-0.01854690041600387,0.2977362056111778,-0.027813462509470258
1ogy8dt,kast,campana_electoral,0.54,0.036708498163722694,-0.005388521783542464,0.1311996391382851
1ovdpys,kast,campana_electoral,0.55,-0.0206978792554396,-0.02250145246895243,0.0003742701503738994
1ppypcn,kast,identidad,0.45,-0.021890971642193252,-0.029673015251372663,0.01025368192965559
1phnnc7,kast,economia,0.25,-0.04745258397694064,-0.020974449720682006,-0.03229643967782444
1pl20wa,kast,seguridad,0.35,-0.04649344919474776,-0.031268297985845094,-0.020721325586001135
1p8jgq5,kast,campana_electoral,0.15,0.031886076004866704,-0.031160756185067785,0.0010552232999638403
1pok1kq,kast,identidad,0.55,-0.01751089992905018,0.04524169673330443,0.006442169360097992
1osk09l,kast,identidad,0.5,0.03630849292518622,0.1887502334011582,0.14089863576671394
1p1mx6e,kast,identidad,0.72,-0.030634105709557914,-0.03526813092339341,0.017711505823204018
1ppzgd4,kast,campana_electoral,0.25,-0.051279032045889586,-0.025267338660683942,-0.044943608278133686
1mn7xvh,kast,economia,0.27,-0.017791792488481863,-0.007104940317409412,-0.011023439316269042
1oyzr2e,kast,identidad,0.405,0.04388173115090152,0.06685716311203538,-0.03113331248795442
1pnesr0,kast,democracia,0.35,0.0006589059851100296,0.03011503721377753,0.005739403024083016
1oz4n1h,kast,campana_electoral,0.42,0.047795856597787637,-0.029385626861114334,0.1722062127112051
1p4yf44,kast,democracia,0.25,0.04740056684502532,-0.0237606360700618,-0.0030153067392717017
1pinrt7,kast,democracia,0.35,-0.020583541701264776,-0.04332000539071953,-0.012994213822806917
1obinei,kast,campana_electoral,0.6,-0.00838198738302887,-0.0021014670981923805,-0.018531355210324854
1pmktln,kast,venezuela_latam,0.6,-0.026445128341505943,-0.02698588589404791,-0.004918346389723421
1pk511u,kast,democracia,0.25,0.12811848367874212,-0.05357777985660393,-0.07225307400659978
1obsxgt,kast,identidad,0.1,-0.04530080509320189,-0.07492505589990661,-0.015636091374608044
1nbwlku,kast,seguridad,0.4,-0.10216086697568375,-0.235171720015393,-0.04029451580874237
1p7d91f,kast,democracia,0.25,-0.024413987221524696,-0.07103083931695066,-0.017877787458363704
1p5274h,kast,identidad,0.25,-0.017237946899677923,0.11680375282846948,-0.024141748022935568
1ppg588,kast,identidad,0.55,-0.031753312491473826,0.031476414766643646,-0.004149288368269633
1pe2hi2,kast,democracia,0.28,0.11531886428038109,-0.0023411490770056213,0.22497717674094034
1p2hq90,kast,campana_electoral,0.93,0.04166346957717766,-0.02552285986895303,0.17887694576720645
1ogzlmr,kast,economia,0.4,-0.04141780006692461,-0.02156457554998517,-0.0022099361398872307
1oz11oi,kast,campana_electoral,0.18,0.03724340585041952,-0.043978164560089336,0.0008861962356989782
1p34czb,kast,religion_valvores,0.25,-0.029073806117553832,0.001423194546219253,0.010333287738095304
1p7d3wv,kast,identidad,0.45,-0.05493029349218183,-0.008646058905551389,-0.013365048969799035
1pgzidd,kast,economia,0.35,0.01439338412659941,-0.01277209568566886,0.09092886479185368
1owfqr4,kast,campana_electoral,0.1,0.04425696011328546,0.003408032720969515,0.18805172213545032
1mj42es,kast,campana_electoral,0.3,-0.04125568972960582,-0.02044212936718729,-0.03094567337883229
1p0gmkj,kast,campana_electoral,0.3,-0.05111875029176807,-0.021673893373715822,-0.07046631337091694
1o2ewen,kast,identidad,0.6,-0.04428178878074484,0.1347624548848031,-0.04249960454719775
1o5j8zp,kast,economia,0.3,-0.03637183440760597,-0.04257649153192432,-0.002714692354985841
1oez5r5,kast,democracia,0.66,0.054526630537379606,0.10998036462733667,0.0628296300805739
1ni1yjy,kast,economia,0.65,-0.03273954914191719,-0.053019618159821605,-0.008952720228843967
1ozic2j,kast,campana_electoral,0.2,0.0029280013374667624,-0.0024269693636111214,-0.006518219776163811
1orc05t,kast,seguridad,0.36,-0.0036658732491476696,0.03468936773933394,0.02000097972396714
1p7d91f,kast,identidad,0.65,-0.024064937246176258,0.04655151438996667,-0.0011866571023924583
1nx0tqn,kast,democracia,0.15,-0.00295634782751171,-0.03635912679297962,-0.006492311453594926
1oysbv9,kast,seguridad,0.7475,-0.030578786401027347,-0.024544128459585392,-0.008229963213481786
1pf3am1,kast,democracia,0.35,0.011711969863542549,0.14316025622492623,0.10712871576408003
1oz2m6o,kast,economia,0.25,-0.02596947487290215,-0.021066722727064384,0.011420527293601391
1nvirx5,kast,campana_electoral,0.45,-0.043998548364147204,-0.005431701772174589,-0.03833299927250774
1ogy8dt,kast,campana_electoral,0.3,-0.01602237255576351,-0.007154382556339059,-0.02524245992345915
1oa99br,kast,economia,0.3,0.01383424916162217,-0.006239415295305181,0.08805789519219281
1pipwma,kast,campana_electoral,0.98,0.07035655531311963,0.02167177984588801,0.2645402676646638
1p1ciuo,kast,seguridad,0.3,-0.0398350733231871,-0.026015454325327432,-0.005443945321963628
1p4yf44,kast,democracia,0.58,-0.020120297841895257,-0.043482342864086324,0.00100583404970233
1or1rpy,kast,religion_valvores,0.65,-0.02972684675037222,-0.014579740779778697,-0.0001411524638784302
1mmz32q,kast,identidad,0.55,-0.007714201831104096,0.11427589062807515,0.0021718103577789576
1pomq7p,kast,medios_fakenews,0.25,-0.022507416454297706,-0.02083711628799403,-0.0009748020572189278
1ovdpys,kast,democracia,0.5,0.25756702196169623,-0.05962975038856899,-0.10774246573952445
1qjbgxk,kast,economia,0.56,-0.015720518229402528,-0.029917918723750804,0.010591628176851636
1pazggb,kast,democracia,0.45,0.0479568462003724,-0.015355210373208488,0.13118941517086227
1nno6ng,kast,identidad,0.35,-0.012918980494636766,0.1719491890257334,-0.03168840808520323
1pe41e1,kast,campana_electoral,0.4,-0.04948733676545833,-0.012682486738497051,-0.04432210712335075
1pmfg12,kast,democracia,0.4,-0.02223312541749413,-0.030249948191452724,0.001635979662654799
1obinei,kast,identidad,0.6,-0.03109235690815839,-0.006325339386452838,-0.008259352872466971
1pdxls8,kast,seguridad,0.4,-0.027244552577647112,0.09061120288898299,-0.01385568206170776
1p4yiav,kast,democracia,0.45,-0.008806442666857258,-0.031596370869919406,-0.013919194602298167
1pqxu5p,kast,economia,0.55,-0.030875001903761842,-0.008690177476220098,-0.013882487778599127
1nvz4e8,kast,moral,0.5,-0.026012999350712815,-0.01150878625041104,0.010071732246891238
1qij81e,kast,campana_electoral,0.45,-0.056372126043148285,-0.038691270644776704,-0.048446011324948524
1n8sxn0,kast,democracia,0.15,0.009294657925660012,-0.0072425631681411785,0.036282382810096825
1p685ly,kast,campana_electoral,0.4,-0.03184173732881023,-0.0269554585454288,-0.027287369193686826
1p1me6h,kast,pinochet_ddhh,0.2,-0.04571582779902053,-0.021324568432257482,-0.013237835656131796
1nrmqow,kast,democracia,0.3,-0.07991296188296607,-0.2260912495284785,-0.01518735685581144
1pkvmh4,kast,pinochet_ddhh,0.35,-0.03401820522769114,-0.0384108585947845,0.003674146117674323
1nim479,kast,medios_fakenews,0.5,-0.03152829367655872,-0.03840497884313243,-0.009146239525977278
1ozm1a8,kast,moral,0.165,-0.030525888502123857,-0.03546895350655791,-0.009849478304137353
1ompujv,kast,democracia,0.3,0.015313744320462067,-0.018350668177033982,0.049321632608366965
1p16rvs,kast,identidad,0.45,-0.011766862620742745,0.24604271203087852,-0.024646904746246295
1plyaag,kast,democracia,0.55,0.04472655296870627,-0.018289991989446103,0.17926389625388583
1ozipzv,kast,identidad,0.25,-0.025564230023560983,0.09769130445930789,0.0014640104221622686
1pmefzj,kast,identidad,0.55,-0.036148921420270146,0.03372325036107478,-0.01073265685665583
1pptqgo,kast,democracia,0.15,-0.021775463614356456,-0.02493316066528964,-0.0029227295212431673
1p98d0z,kast,democracia,0.15,0.26242386591643674,0.10614166617165889,-0.15917463798838832
1oyzrkp,kast,identidad,0.35,-0.017279020203075278,0.0751322124251977,-0.005839032030468573
1nmf2ri,kast,medios_fakenews,0.45,-0.026858758879338224,-0.031240823838778888,-0.0012822422542803002
1ozf2h8,kast,seguridad,0.675,-0.033189476422948325,-0.027811239775018773,-0.00038109215899916754
1ozm1a8,kast,campana_electoral,0.3,-0.06037550076774023,-0.04027964184419604,-0.03445529999542164
1n8aose,kast,venezuela_latam,0.45,-0.025000322081345734,-0.03045846412186853,-0.0003989352234134451
1pv57fp,kast,identidad,0.3,-0.017434481851030414,0.051121933255297666,-0.00161318887210495
1p8vx9e,kast,seguridad,0.1,-0.02710967134014064,-0.02886534914622502,-0.0016582308308014048
1o9xtmk,kast,identidad,0.25,-0.006793141769295812,0.07407779070268303,0.014543086141297124
1p685ly,kast,democracia,0.1,-0.012214720216595913,-0.04868611609314967,-0.015356666377828449
1o6p3rb,kast,religion_valvores,0.4,-0.014511600616088962,-0.03141856813306145,0.009529271116365522
1n8d2n7,kast,campana_electoral,0.5,0.07697629314394566,-0.02885174684193598,0.2733955626976181
1p4yiav,kast,campana_electoral,0.25,-0.057552704852457184,-0.01938046786582212,-0.06276572469534346
1pq2b0d,kast,campana_electoral,0.5,-0.03655369855693186,-0.009747761840365781,-0.04293753409253003
1obsxgt,kast,venezuela_latam,0.5,-0.019461728679330624,-0.029132910261249017,-0.006075052568684937
1pwhb43,kast,identidad,0.6,-0.051378658959213966,0.08641903715531021,-0.01816709908329127
1naan7q,kast,seguridad,0.3,-0.0287829301281972,-0.03490604008463018,-0.007144827600195138
1p5274h,kast,campana_electoral,0.4,-0.034836720681846185,-0.008856297192046364,-0.029980521215431644
1pirz1b,kast,democracia,0.4,-0.018612301641267665,-0.01184639834071776,-0.028101955658596883
1oz2m6o,kast,economia,0.45,-0.022582852673628872,-0.03554509646603703,0.014926756982285521
1otzd39,kast,democracia,0.6,-0.005678903757836744,-0.031769015494156276,0.02960348666606264
1p0ecqs,kast,economia,0.3,-0.02873120890605406,-0.04101874954838282,0.0021216563919160335
1qh4ba9,kast,democracia,0.7425,-0.0041593031044802106,-0.006554300274454066,0.054079041327827565
1pdxls8,kast,seguridad,0.55,-0.012773838325171682,-0.02763470945727714,-0.003572565780543669
1p685ly,kast,democracia,0.45,0.20526573413283303,-0.07130789083920068,-0.1063720368469345
1njn98a,kast,democracia,0.35,-0.03463314537597503,0.018459454459911862,-0.015560051708060138
1ozm1a8,kast,campana_electoral,0.4,-0.03199365709693356,-0.040087932438608226,-0.007252942107499593
1p2ciah,kast,economia,0.45,-0.027083999162922645,-0.04193360720544481,5.065028002663964e-05
1omjp3a,kast,economia,0.54,-0.02479921492890664,-0.013842708871660657,0.005827856304179344
1o594w6,kast,democracia,0.35,-0.006806681811978384,-0.032911041040340656,0.04751072994370662
1paja77,kast,medios_fakenews,0.55,-0.014489307995670178,-0.01683969168002223,-0.017453446771795424
1p1exmr,kast,democracia,0.3,0.028961361940670744,-0.018723413126863576,0.09988107827649291
1pe2hi2,kast,identidad,0.2,-0.0410758093758319,-0.017874549354258952,-0.0024974844164680488
1pajwn5,kast,religion_valvores,0.1,-0.03843793579889792,-0.025698846028372732,-0.01323107605219122
1p4u7x5,kast,democracia,0.3,-0.023288567080838735,-0.020607479504670356,0.00043723952579866016
1nf6qwl,kast,democracia,1.0,-0.037430196627948345,0.05571413796501662,0.0011876952871257948
1pptqgo,kast,venezuela_latam,0.54,-0.006330369754755783,-0.020459492644422178,-0.002874755306938856
1pmfg12,kast,identidad,0.45,0.03797787507607896,0.6628268356064718,-0.06830835334916836
1p83ikt,kast,religion_valvores,0.15,-0.021753845047368544,-0.00932342282265669,-0.01414368996280888
1oz031c,kast,moral,0.3,0.013664348996099838,0.16250608686838944,0.0139348262202311
1pna29h,kast,identidad,0.55,-0.02515421281431047,-0.02710183955215025,0.005254144134497679
1owimre,kast,economia,0.54,-0.02758238459616043,0.13887726651864019,-0.027075986132748735
1pptqgo,kast,campana_electoral,0.45,-0.017603515315547134,-0.015297576866003366,-0.03752239496214117
1oz2qqv,kast,democracia,0.7975,0.011687467401906036,-0.030470306600034056,-0.013363482089106052
1pmrn1l,kast,identidad,0.2,-0.024820634131291753,0.03304774400517334,-0.000603679848989065
1powvz2,kast,venezuela_latam,0.25,-0.021220895411958294,-0.028932911086332867,0.0018007866422047704
1piy6kx,kast,moral,0.3,-0.023028842073757196,-0.029681079417815195,-0.0022675195239503653
1pf3am1,kast,pinochet_ddhh,0.4,-0.03908076612207392,-0.05649812177203323,-0.01213693589625864
1mz17xp,kast,democracia,0.5,0.003605750340186887,-0.03040181337415399,-0.0587479964364248
1pxyb0m,kast,campana_electoral,0.4,-0.029444828414071325,-0.036142195989477696,-0.00812353893896059
1oqfvuz,kast,identidad,0.3,0.007646585053190599,0.11688678578709906,0.015196035329250474
1pthtqu,kast,democracia,0.55,-0.015179961752027009,-0.024838652408321338,-0.00747089964034278
1onf69r,kast,democracia,0.3,-0.012775905198995716,-0.026074210323454125,-0.0014321235749127897
1pmqudt,kast,identidad,0.4,-0.02389029778315325,0.0830077417740855,-0.008127217045742615
1pmq1o2,kast,identidad,0.55,0.005565912448838094,0.07099162814757867,0.0102435102886719
1oyzr2e,kast,campana_electoral,0.15,0.021995246709127062,-0.05725688664463001,-0.015166876693774164
1pmw62m,kast,economia,0.55,-0.03379788319991424,-0.06361182492982714,0.001882510828218639
1pxs2ko,kast,democracia,0.55,-0.0474578282926187,-0.014130701886412064,-0.011313644750023224
1pd5qyw,kast,economia,0.54,-0.010763212607449658,-0.022229810522357795,-0.007488336493135716
1oje32r,kast,campana_electoral,0.45,-0.03035002741414655,-0.0691784268016533,-0.02952266665819556
1pn8wto,kast,campana_electoral,0.1,-0.034158057576521406,-0.03264118253772151,-0.03593264562870799
1pmqudt,kast,campana_electoral,0.2,-0.007557698210742578,-0.01514005335755559,-0.015003158910298518
1pmktln,kast,economia,0.5,-0.04392625230211404,-0.031759228157704086,-0.011711540022340358
1pf3am1,kast,identidad,0.75,-0.022806152342695785,0.05939937767741653,-0.003600457571230727
1ov4fyd,kast,democracia,0.15,0.38940690424163743,0.007724426796939427,-0.1392236554966962
1pirbzj,kast,democracia,0.5,-0.014560575090562893,-0.029332017396886144,0.00027788287812510146
1n7yy6v,kast,seguridad,0.35,-0.016031348410007272,-0.009314042925052543,-0.008070685449981288
1p8z58y,kast,seguridad,0.2,-0.03649504455130969,-0.051917238755924126,-0.023434563647862946
1p7d3wv,kast,identidad,0.3,-0.032668165888270505,-0.023175616692308706,-0.009949734048484787
1pofbk7,kast,seguridad,0.4,-0.04390079868718996,-0.029283646137620002,-0.011796593966455814
1p930am,kast,pinochet_ddhh,0.5,-0.02297856232808267,-0.030175620123491734,-0.0031967937178952045
1p0gmkj,kast,medios_fakenews,0.3375,-0.028366703358350863,-0.028479616806580666,-0.003762920894843857
1mj42es,kast,identidad,0.55,-0.014988670530909425,0.22003799723089298,-0.04097919202061756
1ple47a,kast,campana_electoral,0.42,-0.016072575071214477,-0.01796999512446528,0.013726718837943469
1qgdrj9,kast,economia,0.5,-0.03559367844811212,-0.0062503790577656815,-0.012898920542041397
1n86co7,kast,seguridad,0.3,-0.026676263604137967,-0.02225494814359785,0.005693613437960338
1oz19t8,kast,campana_electoral,0.3,0.0188411764571574,-0.027346258507930092,-0.01595316036003789
1oruhql,kast,seguridad,0.6,-0.04552991179836814,0.09259193612889137,-0.06460559166560963
1pdxls8,kast,migracion,0.3,-0.037358391523522716,-0.0076789323659733726,-0.002187981496037779
1nt1wy6,kast,democracia,0.15,0.21250930023597184,-0.04917405801330733,-0.07035529801876529
1own0rl,kast,campana_electoral,0.3,-0.04985175637972236,-0.026498166051565332,-0.05725073074318039
1nfg06h,kast,seguridad,0.55,-0.02488013337081874,0.05982800657959832,0.0033539220664636567
1ptwea5,kast,identidad,0.6,-0.020727311987180388,-0.028312286432778888,0.011086035359595734
1p93d1j,kast,economia,0.7,-0.03277910160815638,-0.037957373275929435,0.0020510864166270056
1p7d91f,kast,pinochet_ddhh,0.5075,-0.021037243322996946,-0.031123837208930402,0.007729400870473208
1pnfam0,kast,campana_electoral,0.5,-0.011181587234495492,-0.07042219046251126,-0.02163226064427662
1pnpp3a,kast,venezuela_latam,0.35,-0.023464062174029663,-0.023708599196924522,-0.005174578743060602
1oz2m6o,kast,economia,0.5,0.10640344001300577,-0.05994028235220816,-0.07793977772745819
1p0j0ol,kast,campana_electoral,0.35,0.00996926082308264,-0.01796732231430065,-0.04963667251721649
1pim245,kast,economia,0.15,-0.038878217030022096,-0.06315231888645706,-0.0028378521068869286
1pmrg54,kast,campana_electoral,0.55,-0.017987742867595944,-0.010855086772860196,0.022895594032767926
1p8jgq5,kast,economia,0.3,-0.041310620634876116,-0.03622022799032388,-0.01074924727346411
1pffc10,kast,economia,0.7,-0.10925041383114785,-0.1355571455322765,-0.061188329075141504
1oxbq0o,kast,campana_electoral,0.25,0.1623741105207225,-0.04585064645864474,0.1014347292368225
1ozic2j,kast,democracia,0.33,-0.04794697722660157,-0.029791765023954288,0.010108465716845264
1oyzrkp,kast,religion_valvores,0.45,-0.014395204199051995,-0.018044503678106033,0.010656954637872522
1pf3am1,kast,identidad,0.45,-0.040020804468086174,0.04220646458268784,-0.021399592376316855
1p1trax,kast,campana_electoral,0.2,-0.019752202945789745,-0.03296221747293342,-0.005866844132754918
1p7d91f,kast,democracia,0.405,-0.014503620988142056,-0.04344891459631059,-0.005170226102607006
1ov9fj7,kast,identidad,0.1,-0.027301059676840968,-0.020226974016614843,-0.008791463472267483
1pizuu1,kast,moral,0.385,-0.04255650696031581,-0.025031926506586765,-0.008933133413465712
1pf3am1,kast,democracia,0.45,-0.0008810361433115969,-0.00929531465633784,0.011041618736928445
1p1huxa,kast,identidad,0.8775,0.013599511581523015,0.14844589706651726,0.12840589563071614
1p685ly,kast,campana_electoral,0.45,-0.04870261199608177,-0.021228652877380454,0.009805102683053664
1pirpul,kast,campana_electoral,0.2,-0.023340122822743493,-0.03235771950628781,-0.009852210044699092
1n6qj2d,kast,identidad,0.2,-0.022514769148942404,0.03526028451992888,-0.009562350551578825
1pfxtyg,kast,democracia,0.54,-0.03222389183587208,-0.03893638062821329,0.01506915756542299
1ogy8dt,kast,democracia,0.2,0.028346940689634646,0.05891390859461702,0.019293285938464546
1pnieic,kast,campana_electoral,0.45,0.0786785623011269,-0.00014543763844130503,0.2736977459797557
1nsqp17,kast,seguridad,0.45,-0.02370646964604369,-0.012226743291292193,0.0022132589134263025
1oyzrkp,kast,seguridad,0.45,-0.03686102482521848,-0.0279495342968849,-0.02388745079094879
1p7d3wv,kast,seguridad,0.25,-6.938300426623245e-05,-0.001245300579483348,0.00731925394468126
1nei1ws,kast,democracia,0.1,-0.019640310015356703,-0.017495913822690647,0.0029156763333610643
1oqnnlr,kast,identidad,0.2,-0.01960656969909428,0.18186911792277344,-0.016940940569152813
1mvhml4,kast,democracia,0.6,-0.004195745495464134,-0.04112588697243052,0.029359297153796284
1ogn25h,kast,economia,0.45,-0.031808686077497025,0.08909343478890336,-0.004564211992761868
1pirpul,kast,moral,0.4,-0.019824975300174602,-0.02017696248229734,0.0009768370514490836
1onhs2n,kast,medios_fakenews,0.2,-0.0251874838701188,-0.04752657439681017,0.002773960429436863
1p8jgq5,kast,campana_electoral,0.3,-0.011525346476422307,-0.017802739027544624,-0.004235127973843929
1n6thgd,kast,economia,0.6,-0.03540779780130831,-0.03078791814829946,-0.010120831041714936
